regime,M,seed,fold,n_train_groups,n_test_groups,balanced_acc,balanced_acc_3class,bal_acc_c2_vs_c3,mid_k_frac,abs_r_c1,abs_r_c2,abs_r_c3,abs_r_c4,ablation_acc_drop,confusion_flat,kbin_importance_flat,runtime_sec
per_sightline,32,46,2,1638,410,0.5866171711403008,0.48442160035535253,0.3431372549019608,0.3361604143897675,0.3737204440357131,0.04872772496571714,0.011250605251674248,0.4167650238160923,0.04404625928041117,"0.766990,0.116505,0.077670,0.038835,0.254902,0.460784,0.245098,0.039216,0.372549,0.294118,0.225490,0.107843,0.038835,0.019417,0.048544,0.893204","0.044946,0.000000,0.039823,0.036355,0.031596,0.031399,0.030588,0.031183,0.033086,0.034472,0.047427,0.079072,0.112492,0.097169,0.061026,0.055006,0.053491,0.049584,0.059347,0.071940",0.6090624332427979
per_sightline,32,46,3,1638,410,0.6287359604035789,0.5243987562662605,0.38953931086997906,0.32590315800704106,0.11228188057700901,0.07008925278383493,0.09295166954571342,0.08909539523076031,-0.009827717494764854,"0.794118,0.058824,0.127451,0.019608,0.174757,0.533981,0.281553,0.009709,0.323529,0.401961,0.245098,0.029412,0.029126,0.009709,0.019417,0.941748","0.045486,0.000000,0.037863,0.037468,0.033112,0.031909,0.032294,0.033575,0.033716,0.033848,0.047337,0.081039,0.099159,0.098368,0.060320,0.056686,0.053438,0.048977,0.063428,0.071976",0.6274960041046143
per_sightline,32,46,4,1639,409,0.5674138587473825,0.45263024303572563,0.3505139920045688,0.32758419280397216,0.22606753701202684,0.0455175255640799,0.012358665116740945,0.2123184565715008,0.004830573005901395,"0.656863,0.147059,0.156863,0.039216,0.155340,0.495146,0.330097,0.019417,0.313725,0.411765,0.205882,0.068627,0.029412,0.058824,0.000000,0.911765","0.047645,0.000000,0.037256,0.038526,0.031286,0.030953,0.031693,0.031992,0.034154,0.033899,0.044739,0.077528,0.102073,0.103243,0.058721,0.056806,0.055307,0.054560,0.061320,0.068298",0.6298468112945557
per_sightline,32,46,5,1639,409,0.6073434228060155,0.49933371406815147,0.35684370835712925,0.3302517970382331,0.006992592461755374,0.16605089354988056,0.18834636703330362,0.24819218489439615,0.024486007995431103,"0.784314,0.058824,0.147059,0.009804,0.254902,0.509804,0.205882,0.029412,0.291262,0.417476,0.203883,0.087379,0.009804,0.049020,0.009804,0.931373","0.045393,0.000000,0.039746,0.038730,0.032158,0.030995,0.031074,0.032176,0.033519,0.033189,0.048377,0.075959,0.105489,0.100427,0.058350,0.053524,0.054462,0.054640,0.060147,0.071644",0.6412928104400635
per_sightline,32,47,1,1638,410,0.5834047211117456,0.47068341899866734,0.33223872073101085,0.3398289311323208,0.12412783701908714,0.1931210052096211,0.0682174455274911,0.22058740848537256,0.019679230915667145,"0.747573,0.087379,0.155340,0.009709,0.294118,0.441176,0.264706,0.000000,0.300971,0.398058,0.223301,0.077670,0.000000,0.039216,0.039216,0.921569","0.047316,0.000000,0.037707,0.039548,0.032856,0.030762,0.029556,0.030310,0.031562,0.032570,0.045391,0.075207,0.115424,0.103807,0.057339,0.050553,0.052793,0.060942,0.058730,0.067626",0.616851806640625
per_sightline,32,47,2,1638,410,0.5964686845612032,0.5007931975379148,0.37254901960784315,0.3382628806817177,0.30636051534444647,0.023177843271209524,0.10347636907295632,0.33914363618335924,0.019584047211117506,"0.757282,0.077670,0.145631,0.019417,0.274510,0.470588,0.254902,0.000000,0.284314,0.411765,0.274510,0.029412,0.029126,0.058252,0.029126,0.883495","0.050929,0.000000,0.033918,0.037767,0.035305,0.032353,0.032332,0.031736,0.032442,0.031568,0.045822,0.078048,0.120337,0.094056,0.055284,0.049634,0.052116,0.056387,0.058748,0.071218",0.6318390369415283
per_sightline,32,47,3,1638,410,0.6193127736531506,0.5183069991750746,0.346087949743004,0.34070796797894204,0.32407117582241846,0.10062743932799645,0.08383756246788387,0.08040726794660946,0.019393679802017894,"0.862745,0.058824,0.049020,0.029412,0.271845,0.398058,0.320388,0.009709,0.333333,0.323529,0.294118,0.049020,0.009709,0.038835,0.029126,0.922330","0.049460,0.000000,0.035797,0.037290,0.034487,0.030237,0.031442,0.031977,0.031333,0.033503,0.045435,0.079503,0.117436,0.098334,0.056320,0.047989,0.057686,0.056257,0.056935,0.068579",0.6150925159454346
per_sightline,32,47,4,1639,409,0.6286407766990292,0.5277301859255029,0.3994384161431563,0.3415546111907566,0.4883182777562478,0.016580405169776335,0.10951795844386834,0.3252200642490736,0.017061679040548228,"0.784314,0.088235,0.127451,0.000000,0.203883,0.514563,0.252427,0.029126,0.294118,0.401961,0.284314,0.019608,0.000000,0.009804,0.058824,0.931373","0.051068,0.000000,0.036305,0.040705,0.035157,0.031974,0.032809,0.031748,0.032418,0.032690,0.044094,0.083763,0.110668,0.103029,0.055714,0.046594,0.051896,0.054465,0.058029,0.066876",0.631152868270874
per_sightline,32,47,5,1639,409,0.6071292594707787,0.4957801890982931,0.3662193032552827,0.33640959579899016,0.38877278895035844,0.05125525427791164,0.11595902035381071,0.3004024860711996,0.022011231677136922,"0.754902,0.068627,0.147059,0.029412,0.176471,0.441176,0.372549,0.009804,0.300971,0.359223,0.291262,0.048544,0.019608,0.009804,0.029412,0.941176","0.047578,0.000000,0.040326,0.044023,0.034406,0.032302,0.030953,0.030962,0.032107,0.030885,0.046656,0.072555,0.111313,0.105885,0.055818,0.049838,0.053730,0.057489,0.057659,0.065515",0.6180729866027832
per_sightline,32,48,1,1638,410,0.6030125642490005,0.4935592359921315,0.37140681515324575,0.32866382670930644,0.32023377002699394,0.1123881046127129,0.06996721704121206,0.37482433639519985,-0.00478298115362652,"0.737864,0.126214,0.106796,0.029126,0.176471,0.509804,0.303922,0.009804,0.339806,0.339806,0.233010,0.087379,0.019608,0.009804,0.039216,0.931373","0.047498,0.000000,0.035414,0.034734,0.031024,0.032535,0.031362,0.031781,0.032591,0.036333,0.048135,0.083422,0.101757,0.095349,0.062318,0.050630,0.056251,0.057035,0.058649,0.073182",0.637761116027832
per_sightline,32,48,2,1638,410,0.574338473253379,0.461577511263405,0.3137254901960784,0.33311546463605046,0.06335165071267553,0.18248858820428815,0.025919024568725378,0.1996673588433223,0.0024033885398818677,"0.757282,0.097087,0.116505,0.029126,0.254902,0.421569,0.313725,0.009804,0.313725,0.352941,0.205882,0.127451,0.009709,0.048544,0.029126,0.912621","0.047007,0.000000,0.035657,0.035539,0.033042,0.035039,0.031095,0.031445,0.032056,0.036103,0.050814,0.080946,0.103047,0.098308,0.056936,0.050769,0.049008,0.059049,0.061091,0.073049",0.6700618267059326
per_sightline,32,48,3,1638,410,0.6164096706643822,0.5047274573259725,0.3796402055968018,0.3281911183435846,0.4323028080478945,0.12942436209042732,0.14988010645971114,0.38974226624354785,0.0072577574719208116,"0.754902,0.098039,0.137255,0.009804,0.165049,0.553398,0.271845,0.009709,0.215686,0.529412,0.205882,0.049020,0.009709,0.000000,0.038835,0.951456","0.048479,0.000000,0.035420,0.035476,0.032671,0.032947,0.032350,0.032221,0.033894,0.034105,0.047007,0.084949,0.100190,0.096046,0.056539,0.048985,0.049063,0.057338,0.063196,0.079125",0.6327950954437256
per_sightline,32,48,4,1639,409,0.6067009328003046,0.5115489561520401,0.34575480677707976,0.3314456559200557,0.24708613381886482,0.1371809348444708,0.28788571270241686,0.4004715777442806,2.379592613743764e-05,"0.843137,0.068627,0.078431,0.009804,0.330097,0.466019,0.184466,0.019417,0.303922,0.392157,0.225490,0.078431,0.009804,0.029412,0.068627,0.892157","0.047981,0.000000,0.036844,0.034512,0.031527,0.031443,0.031949,0.032180,0.032079,0.035240,0.048786,0.086695,0.100510,0.095454,0.060205,0.051766,0.050452,0.056294,0.058378,0.077705",0.6190402507781982
per_sightline,32,48,5,1639,409,0.5877593755948981,0.48302557268862234,0.33728345707214924,0.3234309265096836,0.2663121947900272,0.14148651952853472,0.062147399600104215,0.32608315408030897,0.014777270131353437,"0.774510,0.068627,0.127451,0.029412,0.254902,0.480392,0.245098,0.019608,0.388350,0.368932,0.194175,0.048544,0.019608,0.019608,0.058824,0.901961","0.051507,0.000000,0.036646,0.036259,0.031861,0.033657,0.031963,0.030569,0.031495,0.034269,0.046526,0.081424,0.102532,0.092949,0.060687,0.051581,0.051382,0.058592,0.058688,0.077413",0.6232407093048096
per_sightline,32,49,1,1638,410,0.5637968779744907,0.4445396281489942,0.322149248048734,0.3311050889992269,0.22732649744172392,0.11135334335125763,0.24267118237943128,0.20172927878133734,0.026936988387587957,"0.689320,0.087379,0.184466,0.038835,0.284314,0.362745,0.343137,0.009804,0.368932,0.300971,0.281553,0.048544,0.009804,0.009804,0.058824,0.921569","0.049433,0.000000,0.035678,0.036712,0.032859,0.032153,0.030292,0.030300,0.033459,0.034535,0.046816,0.073162,0.104041,0.107086,0.061972,0.052624,0.050878,0.058020,0.064148,0.065831",0.652092456817627
per_sightline,32,49,2,1638,410,0.6085570150390254,0.5007297417348816,0.3627450980392157,0.33410089253744274,0.2085278262036085,0.16916665221881153,0.029092282287610016,0.4176647947988931,-0.012445269369883882,"0.776699,0.067961,0.126214,0.029126,0.274510,0.480392,0.205882,0.039216,0.274510,0.421569,0.245098,0.058824,0.029126,0.029126,0.009709,0.932039","0.046039,0.000000,0.035515,0.035839,0.033752,0.032289,0.032100,0.032491,0.032539,0.035122,0.046901,0.075508,0.107025,0.104667,0.061917,0.049869,0.052483,0.054085,0.064163,0.067694",0.6328625679016113
per_sightline,32,49,3,1638,410,0.6314249000571103,0.5344565010470208,0.429135731962688,0.32367725865492647,0.27961481121548387,0.12437402848064863,0.16718538252772416,0.21602969775744021,0.01215971825623463,"0.745098,0.137255,0.107843,0.009804,0.262136,0.456311,0.262136,0.019417,0.264706,0.294118,0.401961,0.039216,0.019417,0.000000,0.058252,0.922330","0.046896,0.000000,0.035087,0.037419,0.035516,0.031712,0.033475,0.032297,0.033978,0.035121,0.047633,0.079596,0.099849,0.096599,0.061765,0.054991,0.054824,0.054977,0.060738,0.067526",0.6253480911254883
per_sightline,32,49,4,1639,409,0.5971587664191891,0.48575417221904943,0.3119645916619075,0.333969516048774,0.43584046887628664,0.14485465537780112,0.04171688561518613,0.28750550486589543,-0.0022844089091946795,"0.833333,0.039216,0.088235,0.039216,0.281553,0.359223,0.359223,0.000000,0.303922,0.392157,0.264706,0.039216,0.000000,0.019608,0.049020,0.931373","0.047879,0.000000,0.034695,0.035440,0.033664,0.032293,0.031507,0.031457,0.033057,0.038125,0.049007,0.076342,0.102689,0.105931,0.061678,0.051146,0.050955,0.054850,0.064409,0.064876",0.6181962490081787
per_sightline,32,49,5,1639,409,0.6120312202550924,0.49251221524208394,0.39563106796116504,0.33204331516951574,0.2957621429694601,0.3485353634051607,0.14553732667675767,0.08318846394983703,0.004901960784313708,"0.686275,0.127451,0.156863,0.029412,0.205882,0.500000,0.274510,0.019608,0.213592,0.446602,0.291262,0.048544,0.000000,0.009804,0.019608,0.970588","0.047494,0.000000,0.034571,0.034610,0.033009,0.031690,0.031772,0.030793,0.033828,0.036095,0.047842,0.081613,0.105970,0.096619,0.061661,0.051819,0.053992,0.056178,0.067165,0.063280",0.6464111804962158
per_sightline,32,50,1,1638,410,0.5928517037883114,0.49961926518180083,0.346516276413478,0.3200694282286771,0.1855946381867953,0.19860605996885905,0.13145429842678966,0.2609708916160594,0.019560251284979957,"0.805825,0.019417,0.135922,0.038835,0.284314,0.382353,0.313725,0.019608,0.330097,0.320388,0.310680,0.038835,0.029412,0.029412,0.068627,0.872549","0.048407,0.000000,0.036637,0.034694,0.035660,0.032463,0.031163,0.031016,0.032960,0.034877,0.043337,0.078864,0.102546,0.095323,0.054206,0.057407,0.053985,0.060909,0.065839,0.069706",0.6253304481506348
per_sightline,32,50,2,1638,410,0.5817628022082619,0.4714766165365823,0.3431372549019608,0.32339347176230554,0.2912112206138159,0.15467591426849445,0.109037826869663,0.419339248647832,0.004854368932038833,"0.728155,0.106796,0.135922,0.029126,0.313725,0.382353,0.294118,0.009804,0.294118,0.333333,0.303922,0.068627,0.009709,0.019417,0.058252,0.912621","0.045734,0.000000,0.036368,0.035886,0.038067,0.033346,0.031541,0.030137,0.033058,0.036254,0.046967,0.078120,0.102131,0.096176,0.054726,0.055257,0.053056,0.057862,0.062448,0.072868",0.6786153316497803
per_sightline,32,50,3,1638,410,0.6069150961355416,0.49530427057554416,0.3753093470397868,0.32018096630441784,0.46237311828680827,0.2871464719239845,0.16932598168862262,0.17857549230851386,0.009732533790215103,"0.735294,0.127451,0.117647,0.019608,0.310680,0.436893,0.233010,0.019417,0.284314,0.333333,0.313725,0.068627,0.009709,0.019417,0.029126,0.941748","0.047603,0.000000,0.037671,0.034266,0.035919,0.032887,0.032926,0.031199,0.033984,0.036478,0.046857,0.075361,0.101189,0.096774,0.055090,0.055664,0.053909,0.058815,0.061881,0.071527",0.6353273391723633
per_sightline,32,50,4,1639,409,0.5725537787930707,0.46275144361951903,0.31177422425280793,0.3278331299501312,0.3813387306316314,0.26579865432194444,0.2835125915929371,0.26881344343093494,0.007352941176470673,"0.764706,0.039216,0.117647,0.078431,0.252427,0.398058,0.300971,0.048544,0.352941,0.382353,0.225490,0.039216,0.000000,0.029412,0.068627,0.901961","0.047919,0.000000,0.037747,0.035459,0.034583,0.031458,0.033126,0.033313,0.034246,0.034190,0.048280,0.075666,0.106822,0.097064,0.053083,0.055252,0.054108,0.058213,0.064031,0.065440",0.6252264976501465
per_sightline,32,50,5,1639,409,0.5998001142204454,0.48927596928739137,0.3515610127546164,0.3212303429113966,0.2938312899895103,0.12235435475491889,0.024803232394874863,0.09407914899762364,0.007305349324195687,"0.764706,0.058824,0.147059,0.029412,0.245098,0.421569,0.274510,0.058824,0.407767,0.281553,0.281553,0.029126,0.019608,0.009804,0.039216,0.931373","0.045961,0.000000,0.035110,0.034567,0.034242,0.033086,0.030734,0.032202,0.033539,0.035881,0.046621,0.076285,0.101235,0.097090,0.056720,0.058355,0.053662,0.060303,0.063090,0.071319",0.7245774269104004
per_sightline,32,51,1,1638,410,0.6125785265562536,0.49977790468938377,0.34189986674281364,0.3318790049902566,0.3674693679166832,0.10190900229636372,0.07571932712598116,0.296933122929562,0.03417094993337133,"0.815534,0.097087,0.077670,0.009709,0.264706,0.431373,0.303922,0.000000,0.291262,0.417476,0.252427,0.038835,0.009804,0.019608,0.019608,0.950980","0.050200,0.000000,0.039484,0.036642,0.032637,0.030993,0.031385,0.031662,0.032721,0.034199,0.043815,0.078159,0.106853,0.103051,0.057534,0.056288,0.052871,0.053378,0.057725,0.070401",0.650641679763794
per_sightline,32,51,2,1638,410,0.5915667237768895,0.4813122660067264,0.3627450980392157,0.3367342463204083,0.11948894606618302,0.060460664064904246,0.016446230992479632,0.2921053492598197,-0.0024985722444317293,"0.718447,0.019417,0.203883,0.058252,0.254902,0.500000,0.205882,0.039216,0.323529,0.372549,0.225490,0.078431,0.029126,0.019417,0.029126,0.922330","0.047265,0.000000,0.035520,0.034904,0.032760,0.031994,0.031094,0.031132,0.033030,0.036763,0.045408,0.077375,0.113156,0.100795,0.057393,0.054866,0.055378,0.053656,0.059305,0.068205",0.6188223361968994
per_sightline,32,51,3,1638,410,0.5680325528269561,0.45640586331620026,0.3022558537978298,0.33775205355195753,0.27271598059209384,0.03584224173073194,0.09855481239904984,0.18344947088836827,0.01456310679611661,"0.764706,0.098039,0.098039,0.039216,0.300971,0.339806,0.330097,0.029126,0.284314,0.382353,0.264706,0.068627,0.038835,0.009709,0.048544,0.902913","0.048108,0.000000,0.036060,0.033869,0.030928,0.031092,0.030036,0.031021,0.032673,0.035118,0.047624,0.078604,0.108586,0.102938,0.061012,0.051692,0.056599,0.056498,0.059847,0.067695",0.6247406005859375
per_sightline,32,51,4,1639,409,0.6311631448695983,0.5343613173424709,0.4044831524842947,0.3302801339566574,0.33438541424890156,0.022034402436094294,0.11135217739936204,0.29272606239705573,-2.379592613743764e-05,"0.794118,0.058824,0.107843,0.039216,0.213592,0.485437,0.271845,0.029126,0.343137,0.254902,0.323529,0.078431,0.019608,0.009804,0.049020,0.921569","0.047634,0.000000,0.036870,0.033426,0.030863,0.030564,0.031872,0.032175,0.034334,0.033188,0.045012,0.076953,0.106370,0.101946,0.059819,0.056272,0.056476,0.056648,0.059663,0.069916",0.6240594387054443
per_sightline,32,51,5,1639,409,0.6047496668570341,0.5285551113649344,0.4104797258709309,0.3314499745791926,0.37418169485063213,0.06097171505760202,0.059125444538469345,0.2754171848591775,-0.004901960784313597,"0.764706,0.117647,0.117647,0.000000,0.186275,0.558824,0.245098,0.009804,0.281553,0.407767,0.262136,0.048544,0.039216,0.049020,0.078431,0.833333","0.046987,0.000000,0.037161,0.033232,0.033205,0.032370,0.030936,0.032141,0.032920,0.034504,0.043796,0.077456,0.109886,0.100312,0.059082,0.054932,0.058201,0.054952,0.059998,0.067928",0.6366288661956787
per_sightline,64,42,1,819,205,0.6865573152337858,0.595148315736551,0.4215686274509804,0.3816306157438273,0.4201368118722464,0.04010336424809754,0.015330014967525354,0.07716861778668298,0.014705882352941124,"0.942308,0.038462,0.019231,0.000000,0.176471,0.529412,0.294118,0.000000,0.254902,0.392157,0.313725,0.039216,0.000000,0.019608,0.019608,0.960784","0.053285,0.000000,0.039970,0.034555,0.028361,0.024893,0.029592,0.027149,0.022777,0.032103,0.052175,0.106953,0.113911,0.108591,0.043875,0.039347,0.040990,0.052214,0.064989,0.084269",0.5786926746368408
per_sightline,64,42,2,819,205,0.6591251885369532,0.5651080945198592,0.42609351432880843,0.3848058303083357,0.1498373939835797,0.16707998377019345,0.2798622741348056,0.30297087468744466,0.0051847662141779605,"0.843137,0.000000,0.117647,0.039216,0.153846,0.538462,0.307692,0.000000,0.235294,0.372549,0.313725,0.078431,0.000000,0.000000,0.058824,0.941176","0.046839,0.000000,0.034366,0.032739,0.030376,0.026239,0.026010,0.026965,0.024587,0.034651,0.055108,0.115499,0.116755,0.097444,0.047399,0.039363,0.043758,0.053949,0.064951,0.083004",0.5473265647888184
per_sightline,64,42,3,819,205,0.713895173453997,0.625062845651081,0.516025641025641,0.39053663072104866,0.3765397231981373,0.30220045253201394,0.190386256989025,0.19117637377850324,0.024792609351432904,"0.843137,0.098039,0.058824,0.000000,0.039216,0.666667,0.294118,0.000000,0.230769,0.384615,0.365385,0.019231,0.000000,0.000000,0.019608,0.980392","0.046612,0.000000,0.034209,0.035433,0.030147,0.027446,0.026575,0.028428,0.023390,0.034019,0.053240,0.108901,0.122729,0.105667,0.043882,0.037455,0.040417,0.054537,0.066923,0.079991",0.5852816104888916
per_sightline,64,42,4,819,205,0.686368778280543,0.5882352941176471,0.4803921568627451,0.3864603532397868,0.4522183775100956,0.2863858673860166,0.08789490437445592,0.04823269269450507,0.01932503770739058,"0.803922,0.058824,0.058824,0.078431,0.098039,0.588235,0.313725,0.000000,0.235294,0.352941,0.372549,0.039216,0.000000,0.019231,0.000000,0.980769","0.048671,0.000000,0.036065,0.040864,0.033065,0.025238,0.027813,0.028181,0.028016,0.031505,0.051480,0.107799,0.113097,0.114084,0.042725,0.038786,0.040680,0.049534,0.057625,0.084770",0.5821273326873779
per_sightline,64,42,5,820,204,0.7009803921568627,0.6078431372549019,0.45098039215686275,0.38542828482676417,0.5289232969685163,0.13460090697805066,0.07509758111467786,0.24652163749633002,0.004901960784313708,"0.921569,0.000000,0.078431,0.000000,0.117647,0.450980,0.431373,0.000000,0.137255,0.411765,0.450980,0.000000,0.000000,0.019608,0.000000,0.980392","0.052875,0.000000,0.035536,0.038455,0.033748,0.027799,0.027372,0.029757,0.023630,0.029809,0.054016,0.104873,0.123119,0.103421,0.045275,0.040888,0.041753,0.049764,0.061690,0.076220",0.5594480037689209
per_sightline,64,43,1,819,205,0.7163461538461539,0.6348667672197084,0.5196078431372548,0.37929946101213646,0.35092271699402927,0.3959320570962056,0.18924792598562745,0.10664737795698406,0.024415535444947234,"0.865385,0.115385,0.019231,0.000000,0.117647,0.627451,0.254902,0.000000,0.176471,0.411765,0.411765,0.000000,0.000000,0.019608,0.019608,0.960784","0.053158,0.000000,0.032097,0.033533,0.032717,0.026341,0.029708,0.026004,0.025755,0.029403,0.049070,0.092454,0.129329,0.108446,0.052429,0.038509,0.042808,0.052499,0.063413,0.082326",0.561063289642334
per_sightline,64,43,2,819,205,0.7273755656108597,0.6430367018602313,0.5331825037707391,0.37669511499715114,0.36099577671157873,0.018500675399958148,0.06945006664706274,0.5138951476322792,0.03893288084464552,"0.862745,0.078431,0.058824,0.000000,0.153846,0.615385,0.230769,0.000000,0.156863,0.372549,0.450980,0.019608,0.000000,0.000000,0.019608,0.980392","0.043485,0.000000,0.031986,0.033188,0.032097,0.026163,0.028323,0.027893,0.024166,0.028013,0.051172,0.086818,0.129462,0.109242,0.054675,0.039021,0.041967,0.047882,0.067332,0.097114",0.573643684387207
per_sightline,64,43,3,819,205,0.6506410256410257,0.5472599296128707,0.36990950226244346,0.3832245733466231,0.1515550020026445,0.3106817417579724,0.009867813571331962,0.33538834573264187,0.02450980392156865,"0.901961,0.019608,0.058824,0.019608,0.176471,0.470588,0.352941,0.000000,0.230769,0.461538,0.269231,0.038462,0.019608,0.000000,0.019608,0.960784","0.046617,0.000000,0.031597,0.031548,0.029229,0.024393,0.028430,0.029515,0.024100,0.031679,0.057509,0.093523,0.129320,0.102873,0.053474,0.038669,0.039896,0.053038,0.065591,0.089003",0.566380500793457
per_sightline,64,43,4,819,205,0.6621417797888386,0.5751633986928104,0.4509803921568627,0.3875656301455384,0.15545452791655553,0.0638371489391936,0.14476624341717348,0.4468982922448013,0.004807692307692291,"0.823529,0.039216,0.098039,0.039216,0.117647,0.607843,0.274510,0.000000,0.235294,0.470588,0.294118,0.000000,0.019231,0.038462,0.019231,0.923077","0.040065,0.000000,0.029202,0.032100,0.035143,0.027208,0.027758,0.027362,0.026772,0.030706,0.054967,0.094278,0.135803,0.102518,0.052772,0.036470,0.041848,0.048003,0.061407,0.095619",0.6000175476074219
per_sightline,64,43,5,820,204,0.7598039215686274,0.6928104575163397,0.5588235294117647,0.3777681676332697,0.15189716640023174,0.19655982031277658,0.045386398325996564,0.32811693619665044,0.02450980392156865,"0.960784,0.000000,0.039216,0.000000,0.039216,0.686275,0.274510,0.000000,0.196078,0.333333,0.431373,0.039216,0.019608,0.000000,0.019608,0.960784","0.050892,0.000000,0.030697,0.032703,0.031774,0.028684,0.030174,0.027176,0.027303,0.028861,0.053269,0.095227,0.124053,0.105220,0.053268,0.035885,0.037199,0.055030,0.063020,0.089565",0.5788595676422119
per_sightline,64,44,1,819,205,0.6867458521870287,0.6019356460532931,0.45098039215686275,0.3685995151853076,0.11086473900286677,0.25387294242682135,0.10937705202044004,0.27660334566919625,0.03412518853695323,"0.903846,0.057692,0.038462,0.000000,0.098039,0.588235,0.313725,0.000000,0.156863,0.529412,0.313725,0.000000,0.019608,0.019608,0.019608,0.941176","0.046713,0.000000,0.033896,0.031290,0.028380,0.024222,0.030471,0.027237,0.030689,0.031426,0.052664,0.094846,0.120778,0.100312,0.061599,0.038176,0.046604,0.052424,0.064335,0.083938",0.574244499206543
per_sightline,64,44,2,819,205,0.6981523378582202,0.5975364504776269,0.4845399698340874,0.36910548051435715,0.20320916805015438,0.20331609006533047,0.06597969301340195,0.06649729483296153,0.03412518853695323,"0.823529,0.019608,0.137255,0.019608,0.076923,0.576923,0.346154,0.000000,0.235294,0.352941,0.392157,0.019608,0.000000,0.000000,0.000000,1.000000","0.046306,0.000000,0.033767,0.031754,0.029469,0.025672,0.029087,0.027330,0.028365,0.030658,0.047207,0.094836,0.128118,0.098945,0.060344,0.041998,0.041251,0.049667,0.064189,0.091036",0.5669407844543457
per_sightline,64,44,3,819,205,0.7233220211161387,0.63763197586727,0.4956636500754148,0.3772062643604811,0.4437641045871899,0.23080655570175043,0.19626298854070276,0.3067419089235794,0.019513574660633415,"0.921569,0.000000,0.078431,0.000000,0.117647,0.549020,0.333333,0.000000,0.173077,0.326923,0.442308,0.057692,0.000000,0.000000,0.019608,0.980392","0.043608,0.000000,0.032452,0.032994,0.028251,0.027190,0.029770,0.029365,0.024963,0.030434,0.055954,0.104960,0.122678,0.093614,0.053708,0.038310,0.047545,0.052225,0.064769,0.087210",0.563784122467041
per_sightline,64,44,4,819,205,0.6816553544494721,0.5947712418300654,0.4215686274509804,0.3703049919895216,0.3085696947593057,0.003564842043819132,0.003930216559040601,0.3743958024553731,0.009803921568627416,"0.941176,0.019608,0.039216,0.000000,0.137255,0.431373,0.431373,0.000000,0.156863,0.411765,0.411765,0.019608,0.000000,0.000000,0.057692,0.942308","0.051736,0.000000,0.033650,0.034452,0.034245,0.025615,0.028878,0.027338,0.024511,0.033326,0.060759,0.101982,0.115732,0.091832,0.054688,0.036704,0.040829,0.046523,0.060968,0.096231",0.6000063419342041
per_sightline,64,44,5,820,204,0.7009803921568627,0.6209150326797386,0.5,0.37701823044485727,0.2086459385403754,0.2897670316772496,0.05155090280368368,0.00035179753948862385,0.03431372549019607,"0.862745,0.039216,0.098039,0.000000,0.078431,0.607843,0.313725,0.000000,0.137255,0.450980,0.392157,0.019608,0.019608,0.000000,0.039216,0.941176","0.046922,0.000000,0.033749,0.030349,0.028356,0.026787,0.028853,0.025906,0.027746,0.030750,0.051114,0.109661,0.128339,0.087904,0.055450,0.037475,0.041240,0.052999,0.062976,0.093423",0.5590376853942871
per_sightline,64,45,1,819,205,0.6625188536953243,0.5761689291101056,0.4411764705882353,0.3823760421903718,0.49978054016474655,0.2951011692892021,0.1769350405082728,0.5564737628743917,0.04383484162895923,"0.846154,0.057692,0.076923,0.019231,0.176471,0.509804,0.313725,0.000000,0.215686,0.392157,0.372549,0.019608,0.000000,0.000000,0.078431,0.921569","0.043757,0.000000,0.032167,0.031842,0.033741,0.025603,0.027071,0.026341,0.027020,0.036009,0.047117,0.098389,0.134621,0.102249,0.052666,0.034699,0.046564,0.046329,0.067687,0.086129",0.5476810932159424
per_sightline,64,45,2,819,205,0.6541289592760181,0.5519105077928608,0.42590497737556565,0.3749175139780934,0.3468782018037379,0.04977568247406082,0.23098452704477065,0.24114286880972632,0.014705882352941124,"0.803922,0.078431,0.078431,0.039216,0.096154,0.557692,0.307692,0.038462,0.274510,0.431373,0.294118,0.000000,0.000000,0.019608,0.019608,0.960784","0.044288,0.000000,0.033862,0.035265,0.031904,0.026341,0.027474,0.026093,0.026134,0.035939,0.053733,0.096211,0.129180,0.095793,0.054940,0.036517,0.049308,0.048016,0.066326,0.082675",0.5826034545898438
per_sightline,64,45,3,819,205,0.6849547511312217,0.5799396681749623,0.41892911010558065,0.3755446507830159,0.5488044301623539,0.10609664797697933,0.23177492725844825,0.2508417101618445,-0.009615384615384581,"0.901961,0.019608,0.078431,0.000000,0.156863,0.568627,0.274510,0.000000,0.230769,0.442308,0.269231,0.057692,0.000000,0.000000,0.000000,1.000000","0.041260,0.000000,0.032127,0.034381,0.032351,0.030493,0.026745,0.026208,0.028009,0.036167,0.051788,0.093435,0.133625,0.096697,0.053852,0.037428,0.045850,0.050308,0.067331,0.081947",0.5787298679351807
per_sightline,64,45,4,819,205,0.7110671191553545,0.6339869281045752,0.5,0.3782486446826711,0.4757602288241058,0.017543110592138013,0.0032204330665016622,0.3056373920141044,0.029317496229260942,"0.901961,0.078431,0.019608,0.000000,0.196078,0.568627,0.235294,0.000000,0.137255,0.431373,0.431373,0.000000,0.019231,0.000000,0.038462,0.942308","0.045716,0.000000,0.031780,0.034485,0.031130,0.028220,0.025051,0.026793,0.025888,0.033265,0.053336,0.090524,0.138259,0.096129,0.056005,0.036298,0.046996,0.053192,0.068761,0.078172",0.5606286525726318
