representative_regime,representative_M,empirical_SD,threshold_pp,threshold_pp_floor,threshold_pp_2sigma,observed_ablation_drop_median,g6_pass
per_sightline,64,0.026490961178042154,0.05298192235608431,0.05,0.05298192235608431,0.0148472850678732,False
