M,task,feature_set,seed,fold,n_train_groups,n_test_groups,balanced_acc,runtime_sec
32,C4-rest,fbar,48,5,1639,409,0.8661141981222455,0.24130868911743164
32,4class,fbar,48,1,1638,410,0.48367599466971256,0.2630476951599121
32,4class,fbar,48,2,1638,410,0.455430230344565,0.26781654357910156
32,4class,fbar,48,3,1638,410,0.4798448505615839,0.2653639316558838
32,4class,fbar,48,4,1639,409,0.46463925375975634,0.25524044036865234
32,4class,fbar,48,5,1639,409,0.4357509994288978,0.26262927055358887
32,C1-C2,fbar_var,48,1,819,205,0.7317247287264421,0.2385249137878418
32,C1-C2,fbar_var,48,2,819,205,0.7168760708166761,0.2339162826538086
32,C1-C2,fbar_var,48,3,819,205,0.7266324005330287,0.2411792278289795
32,C1-C2,fbar_var,48,4,819,205,0.6686179326099372,0.2347431182861328
32,C1-C2,fbar_var,48,5,820,204,0.7352941176470589,0.24094533920288086
32,C1-C3,fbar_var,48,1,819,205,0.6827527127355797,0.2425246238708496
32,C1-C3,fbar_var,48,2,819,205,0.6046068913002094,0.2555408477783203
32,C1-C3,fbar_var,48,3,819,205,0.6342566152674662,0.24080896377563477
32,C1-C3,fbar_var,48,4,819,205,0.6391109841995051,0.2656586170196533
32,C1-C3,fbar_var,48,5,820,204,0.6519607843137255,0.2336258888244629
32,C1-C4,fbar_var,48,1,819,205,0.9902912621359223,0.2357935905456543
32,C1-C4,fbar_var,48,2,819,205,0.9950980392156863,0.2558169364929199
32,C1-C4,fbar_var,48,3,819,205,0.9755853797829812,0.23296546936035156
32,C1-C4,fbar_var,48,4,819,205,0.9902436702836475,0.23325037956237793
32,C1-C4,fbar_var,48,5,820,204,1.0,0.23271799087524414
32,C2-C3,fbar_var,48,1,819,205,0.6293070626308775,0.24169063568115234
32,C2-C3,fbar_var,48,2,819,205,0.5757662288216256,0.2327263355255127
32,C2-C3,fbar_var,48,3,819,205,0.6050828098229584,0.24214744567871094
32,C2-C3,fbar_var,48,4,819,205,0.6197886921758995,0.2329699993133545
32,C2-C3,fbar_var,48,5,820,204,0.6764705882352942,0.23389601707458496
32,C2-C4,fbar_var,48,1,819,205,0.9755377879307063,0.23964571952819824
32,C2-C4,fbar_var,48,2,819,205,0.9706834189986675,0.24016046524047852
32,C2-C4,fbar_var,48,3,819,205,0.9609270892823149,0.2322843074798584
32,C2-C4,fbar_var,48,4,819,205,0.9611174566914145,0.24127936363220215
32,C2-C4,fbar_var,48,5,820,204,0.9754901960784313,0.23501229286193848
32,C3-C4,fbar_var,48,1,819,205,0.9853417094993338,0.23668336868286133
32,C3-C4,fbar_var,48,2,819,205,0.9755853797829812,0.2593824863433838
32,C3-C4,fbar_var,48,3,819,205,0.9902436702836475,0.23879575729370117
32,C3-C4,fbar_var,48,4,819,205,0.9707786027032173,0.23294997215270996
32,C3-C4,fbar_var,48,5,820,204,0.9901960784313726,0.23641514778137207
32,C4-rest,fbar_var,48,1,1638,410,0.9755220269926153,0.2392275333404541
32,C4-rest,fbar_var,48,2,1638,410,0.967616457417539,0.24224615097045898
32,C4-rest,fbar_var,48,3,1638,410,0.9579077195534613,0.2369537353515625
32,C4-rest,fbar_var,48,4,1639,409,0.9836654531519449,0.23885846138000488
32,C4-rest,fbar_var,48,5,1639,409,0.9820367886568309,0.2541923522949219
32,4class,fbar_var,48,1,1638,410,0.6444412716542928,0.26155734062194824
32,4class,fbar_var,48,2,1638,410,0.5992290119931467,0.2692530155181885
32,4class,fbar_var,48,3,1638,410,0.6041309727774605,0.26853346824645996
32,4class,fbar_var,48,4,1639,409,0.6042499524081477,0.25401854515075684
32,4class,fbar_var,48,5,1639,409,0.6095088520845231,0.251755952835083
32,C1-C2,fbar,49,1,819,205,0.5802398629354655,0.23428797721862793
32,C1-C2,fbar,49,2,819,205,0.6245478774033886,0.25284600257873535
32,C1-C2,fbar,49,3,819,205,0.5903293356177421,0.24027490615844727
32,C1-C2,fbar,49,4,819,205,0.619550732914525,0.23853015899658203
32,C1-C2,fbar,49,5,820,204,0.6470588235294117,0.24202489852905273
32,C1-C3,fbar,49,1,819,205,0.594802969731582,0.24800586700439453
32,C1-C3,fbar,49,2,819,205,0.643917761279269,0.26412510871887207
32,C1-C3,fbar,49,3,819,205,0.5710070435941367,0.23427081108093262
32,C1-C3,fbar,49,4,819,205,0.6245478774033886,0.2444298267364502
32,C1-C3,fbar,49,5,820,204,0.6372549019607843,0.23421597480773926
32,C1-C4,fbar,49,1,819,205,0.8487530934703978,0.24912810325622559
32,C1-C4,fbar,49,2,819,205,0.873072529982867,0.23324847221374512
32,C1-C4,fbar,49,3,819,205,0.8975347420521607,0.23311686515808105
32,C1-C4,fbar,49,4,819,205,0.8341423948220065,0.24120068550109863
32,C1-C4,fbar,49,5,820,204,0.8676470588235294,0.24866604804992676
32,C2-C3,fbar,49,1,819,205,0.4487435750999429,0.24298644065856934
32,C2-C3,fbar,49,2,819,205,0.46797068341899867,0.251908540725708
32,C2-C3,fbar,49,3,819,205,0.4437464306110794,0.2538306713104248
32,C2-C3,fbar,49,4,819,205,0.46849419379402246,0.24884295463562012
32,C2-C3,fbar,49,5,820,204,0.5490196078431373,0.2357769012451172
32,C2-C4,fbar,49,1,819,205,0.8779744907671807,0.23470377922058105
32,C2-C4,fbar,49,2,819,205,0.8924900057110223,0.2327108383178711
32,C2-C4,fbar,49,3,819,205,0.9073386636207881,0.2343459129333496
32,C2-C4,fbar,49,4,819,205,0.8928231486769465,0.23709487915039062
32,C2-C4,fbar,49,5,820,204,0.9068627450980392,0.23445773124694824
32,C3-C4,fbar,49,1,819,205,0.9170474014848657,0.23125410079956055
32,C3-C4,fbar,49,2,819,205,0.8876356367789835,0.23983144760131836
32,C3-C4,fbar,49,3,819,205,0.8632686084142396,0.23738837242126465
32,C3-C4,fbar,49,4,819,205,0.877879307062631,0.23196077346801758
32,C3-C4,fbar,49,5,820,204,0.8970588235294117,0.24988269805908203
32,C4-rest,fbar,49,1,1638,410,0.8694932518461931,0.2530491352081299
32,C4-rest,fbar,49,2,1638,410,0.9156573163404067,0.2655620574951172
32,C4-rest,fbar,49,3,1638,410,0.8687739160684356,0.2565610408782959
32,C4-rest,fbar,49,4,1639,409,0.8873507057546146,0.2547733783721924
32,C4-rest,fbar,49,5,1639,409,0.8759340869898448,0.24896669387817383
32,4class,fbar,49,1,1638,410,0.45181324957167335,0.25586748123168945
32,4class,fbar,49,2,1638,410,0.48479440319817246,0.2738158702850342
32,4class,fbar,49,3,1638,410,0.48255758614125266,0.26781797409057617
32,4class,fbar,49,4,1639,409,0.48931562916428706,0.2625901699066162
32,4class,fbar,49,5,1639,409,0.49688273367599467,0.25655269622802734
32,C1-C2,fbar_var,49,1,819,205,0.6832286312583286,0.24178862571716309
32,C1-C2,fbar_var,49,2,819,205,0.7802684180468304,0.24313998222351074
32,C1-C2,fbar_var,49,3,819,205,0.6831810394060538,0.2617759704589844
32,C1-C2,fbar_var,49,4,819,205,0.736531505806206,0.2614262104034424
32,C1-C2,fbar_var,49,5,820,204,0.7058823529411764,0.2358851432800293
32,C1-C3,fbar_var,49,1,819,205,0.580430230344565,0.23912978172302246
32,C1-C3,fbar_var,49,2,819,205,0.5950409289929564,0.2376422882080078
32,C1-C3,fbar_var,49,3,819,205,0.6439653531315439,0.2326982021331787
32,C1-C3,fbar_var,49,4,819,205,0.643917761279269,0.23161077499389648
32,C1-C3,fbar_var,49,5,820,204,0.6323529411764706,0.2371220588684082
32,C1-C4,fbar_var,49,1,819,205,0.9804873405672949,0.23929667472839355
32,C1-C4,fbar_var,49,2,819,205,0.9852941176470589,0.2377617359161377
32,C1-C4,fbar_var,49,3,819,205,1.0,0.23403286933898926
32,C1-C4,fbar_var,49,4,819,205,0.9951456310679612,0.2335982322692871
32,C1-C4,fbar_var,49,5,820,204,0.9705882352941176,0.2381737232208252
32,C2-C3,fbar_var,49,1,819,205,0.6144584047211118,0.23435449600219727
32,C2-C3,fbar_var,49,2,819,205,0.5997525223681706,0.23802399635314941
32,C2-C3,fbar_var,49,3,819,205,0.6630972777460499,0.24627089500427246
32,C2-C3,fbar_var,49,4,819,205,0.5903293356177421,0.2323017120361328
32,C2-C3,fbar_var,49,5,820,204,0.6715686274509804,0.25949764251708984
32,C2-C4,fbar_var,49,1,819,205,0.9804873405672949,0.23514151573181152
32,C2-C4,fbar_var,49,2,819,205,0.9558823529411764,0.23407912254333496
32,C2-C4,fbar_var,49,3,819,205,0.9902912621359223,0.2513871192932129
32,C2-C4,fbar_var,49,4,819,205,0.956072720350276,0.24230742454528809
32,C2-C4,fbar_var,49,5,820,204,0.9656862745098039,0.26100993156433105
32,C3-C4,fbar_var,49,1,819,205,0.9901960784313726,0.24103021621704102
32,C3-C4,fbar_var,49,2,819,205,0.9705882352941176,0.24347305297851562
32,C3-C4,fbar_var,49,3,819,205,0.975680563487531,0.2351059913635254
32,C3-C4,fbar_var,49,4,819,205,0.975680563487531,0.26145172119140625
32,C3-C4,fbar_var,49,5,820,204,0.9754901960784313,0.23980140686035156
32,C4-rest,fbar_var,49,1,1638,410,0.968964858670741,0.25785326957702637
32,C4-rest,fbar_var,49,2,1638,410,0.9821795642136555,0.24680352210998535
32,C4-rest,fbar_var,49,3,1638,410,0.9708421618544638,0.24286270141601562
32,C4-rest,fbar_var,49,4,1639,409,0.9771348278725172,0.24387860298156738
32,C4-rest,fbar_var,49,5,1639,409,0.9820367886568309,0.26020073890686035
32,4class,fbar_var,49,1,1638,410,0.5838092518560822,0.2658078670501709
32,4class,fbar_var,49,2,1638,410,0.5895678659813439,0.2536187171936035
32,4class,fbar_var,49,3,1638,410,0.5897582333904435,0.29161858558654785
32,4class,fbar_var,49,4,1639,409,0.628474205216067,0.25798606872558594
32,4class,fbar_var,49,5,1639,409,0.5971111745669142,0.27559638023376465
32,C1-C2,fbar,50,1,819,205,0.6534361317342471,0.2401587963104248
32,C1-C2,fbar,50,2,819,205,0.5755758614125261,0.25046539306640625
32,C1-C2,fbar,50,3,819,205,0.5999428897772701,0.2388744354248047
32,C1-C2,fbar,50,4,819,205,0.6683799733485627,0.2380814552307129
32,C1-C2,fbar,50,5,820,204,0.6862745098039216,0.24658489227294922
32,C1-C3,fbar,50,1,819,205,0.594802969731582,0.2544517517089844
32,C1-C3,fbar,50,2,819,205,0.5561583856843708,0.2410295009613037
32,C1-C3,fbar,50,3,819,205,0.5512088330477822,0.25925517082214355
32,C1-C3,fbar,50,4,819,205,0.5854749666857033,0.23468327522277832
32,C1-C3,fbar,50,5,820,204,0.553921568627451,0.2402477264404297
32,C1-C4,fbar,50,1,819,205,0.8095374071958881,0.2369396686553955
32,C1-C4,fbar,50,2,819,205,0.7707024557395774,0.2357017993927002
32,C1-C4,fbar,50,3,819,205,0.7901199314677327,0.2323453426361084
32,C1-C4,fbar,50,4,819,205,0.7804111936036551,0.2355642318725586
32,C1-C4,fbar,50,5,820,204,0.7745098039215687,0.23825860023498535
32,C2-C3,fbar,50,1,819,205,0.48757852655625356,0.24311590194702148
32,C2-C3,fbar,50,2,819,205,0.4778697886921759,0.24972176551818848
32,C2-C3,fbar,50,3,819,205,0.44893394250904245,0.23953032493591309
32,C2-C3,fbar,50,4,819,205,0.526508661717114,0.2595813274383545
32,C2-C3,fbar,50,5,820,204,0.4558823529411765,0.24184513092041016
32,C2-C4,fbar,50,1,819,205,0.8876832286312584,0.23818731307983398
32,C2-C4,fbar,50,2,819,205,0.8536074624024367,0.256899356842041
32,C2-C4,fbar,50,3,819,205,0.8389967637540453,0.23656177520751953
32,C2-C4,fbar,50,4,819,205,0.8876832286312584,0.23439836502075195
32,C2-C4,fbar,50,5,820,204,0.8872549019607843,0.2481858730316162
32,C3-C4,fbar,50,1,819,205,0.8341423948220065,0.23854303359985352
32,C3-C4,fbar,50,2,819,205,0.8683133447553779,0.24877285957336426
32,C3-C4,fbar,50,3,819,205,0.8536550542547116,0.23799824714660645
32,C3-C4,fbar,50,4,819,205,0.8877784123358081,0.23929190635681152
32,C3-C4,fbar,50,5,820,204,0.8676470588235294,0.23920774459838867
32,C4-rest,fbar,50,1,1638,410,0.8841354723707665,0.24528145790100098
32,C4-rest,fbar,50,2,1638,410,0.841181493311407,0.26669812202453613
32,C4-rest,fbar,50,3,1638,410,0.8005597545934664,0.2546513080596924
32,C4-rest,fbar,50,4,1639,409,0.8269144791467076,0.2513415813446045
32,C4-rest,fbar,50,5,1639,409,0.7942613527495689,0.24900031089782715
32,4class,fbar,50,1,1638,410,0.44191414429849607,0.26721906661987305
32,4class,fbar,50,2,1638,410,0.445650104702075,0.2688593864440918
32,4class,fbar,50,3,1638,410,0.3968922520464496,0.26239681243896484
32,4class,fbar,50,4,1639,409,0.4500999428897773,0.25687170028686523
32,4class,fbar,50,5,1639,409,0.4575956596230725,0.2538719177246094
32,C1-C2,fbar_var,50,1,819,205,0.721730439748715,0.24202346801757812
32,C1-C2,fbar_var,50,2,819,205,0.7217780316009899,0.24503779411315918
32,C1-C2,fbar_var,50,3,819,205,0.6975061869407957,0.26500678062438965
32,C1-C2,fbar_var,50,4,819,205,0.7221111745669142,0.24261903762817383
32,C1-C2,fbar_var,50,5,820,204,0.7352941176470589,0.23766827583312988
32,C1-C3,fbar_var,50,1,819,205,0.6094136683799734,0.24526262283325195
32,C1-C3,fbar_var,50,2,819,205,0.5903769274700171,0.26273083686828613
32,C1-C3,fbar_var,50,3,819,205,0.560869979059585,0.24706745147705078
32,C1-C3,fbar_var,50,4,819,205,0.6440129449838188,0.2514979839324951
32,C1-C3,fbar_var,50,5,820,204,0.6372549019607843,0.2547426223754883
32,C1-C4,fbar_var,50,1,819,205,1.0,0.23492789268493652
32,C1-C4,fbar_var,50,2,819,205,0.9805349324195698,0.23809313774108887
32,C1-C4,fbar_var,50,3,819,205,0.9803921568627452,0.2460498809814453
32,C1-C4,fbar_var,50,4,819,205,0.9756329716352561,0.234968900680542
32,C1-C4,fbar_var,50,5,820,204,0.9852941176470589,0.23802852630615234
32,C2-C3,fbar_var,50,1,819,205,0.5947553778793071,0.24031877517700195
32,C2-C3,fbar_var,50,2,819,205,0.6197411003236246,0.23628783226013184
32,C2-C3,fbar_var,50,3,819,205,0.6343042071197411,0.23671221733093262
32,C2-C3,fbar_var,50,4,819,205,0.653531315438797,0.23853683471679688
32,C2-C3,fbar_var,50,5,820,204,0.5980392156862745,0.242387056350708
32,C2-C4,fbar_var,50,1,819,205,0.9852941176470589,0.24937963485717773
32,C2-C4,fbar_var,50,2,819,205,0.9658290500666287,0.25037097930908203
32,C2-C4,fbar_var,50,3,819,205,0.9708261945554921,0.23662281036376953
32,C2-C4,fbar_var,50,4,819,205,0.9659242337711784,0.25264883041381836
32,C2-C4,fbar_var,50,5,820,204,0.9852941176470589,0.24718713760375977
32,C3-C4,fbar_var,50,1,819,205,0.9803921568627452,0.23399901390075684
32,C3-C4,fbar_var,50,2,819,205,0.9755377879307063,0.2345726490020752
32,C3-C4,fbar_var,50,3,819,205,0.9805349324195698,0.23782086372375488
32,C3-C4,fbar_var,50,4,819,205,0.9805349324195698,0.23673176765441895
32,C3-C4,fbar_var,50,5,820,204,0.9901960784313726,0.2587010860443115
32,C4-rest,fbar_var,50,1,1638,410,0.9950980392156863,0.2407996654510498
32,C4-rest,fbar_var,50,2,1638,410,0.967616457417539,0.2535245418548584
32,C4-rest,fbar_var,50,3,1638,410,0.9789222352234275,0.2441568374633789
32,C4-rest,fbar_var,50,4,1639,409,0.9689595707990036,0.25841212272644043
32,C4-rest,fbar_var,50,5,1639,409,0.9607843137254901,0.24602746963500977
32,4class,fbar_var,50,1,1638,410,0.5956834189986674,0.25538015365600586
32,4class,fbar_var,50,2,1638,410,0.5700790024747764,0.2570207118988037
32,4class,fbar_var,50,3,1638,410,0.5919712545212259,0.2642543315887451
32,4class,fbar_var,50,4,1639,409,0.5845231296402056,0.266909122467041
32,4class,fbar_var,50,5,1639,409,0.6166476299257567,0.258101224899292
32,C1-C2,fbar,51,1,819,205,0.6291642870740529,0.23392009735107422
32,C1-C2,fbar,51,2,819,205,0.5855701503902532,0.23839211463928223
32,C1-C2,fbar,51,3,819,205,0.6048924424138586,0.25552916526794434
32,C1-C2,fbar,51,4,819,205,0.638730249381306,0.24636387825012207
32,C1-C2,fbar,51,5,820,204,0.6323529411764706,0.2491602897644043
32,C1-C3,fbar,51,1,819,205,0.6487721302113079,0.23413562774658203
32,C1-C3,fbar,51,2,819,205,0.5950885208452312,0.26035404205322266
32,C1-C3,fbar,51,3,819,205,0.6148867313915858,0.23498129844665527
32,C1-C3,fbar,51,4,819,205,0.6534837235865221,0.23490452766418457
32,C1-C3,fbar,51,5,820,204,0.6323529411764706,0.2364673614501953
32,C1-C4,fbar,51,1,819,205,0.8488958690272226,0.23969793319702148
32,C1-C4,fbar,51,2,819,205,0.83913953931087,0.24653244018554688
32,C1-C4,fbar,51,3,819,205,0.843898724538359,0.2617499828338623
32,C1-C4,fbar,51,4,819,205,0.8099657338663621,0.2524733543395996
32,C1-C4,fbar,51,5,820,204,0.838235294117647,0.2378220558166504
32,C2-C3,fbar,51,1,819,205,0.5607747953550353,0.23865389823913574
32,C2-C3,fbar,51,2,819,205,0.49781077479535507,0.25839781761169434
32,C2-C3,fbar,51,3,819,205,0.5220826194555492,0.24605321884155273
32,C2-C3,fbar,51,4,819,205,0.46321149819150964,0.25729942321777344
32,C2-C3,fbar,51,5,820,204,0.5196078431372548,0.2618556022644043
32,C2-C4,fbar,51,1,819,205,0.8781172663240053,0.25370168685913086
32,C2-C4,fbar,51,2,819,205,0.883019227108319,0.24554085731506348
32,C2-C4,fbar,51,3,819,205,0.9024842946887492,0.2353363037109375
32,C2-C4,fbar,51,4,819,205,0.8928231486769465,0.23155975341796875
32,C2-C4,fbar,51,5,820,204,0.8774509803921569,0.23125004768371582
32,C3-C4,fbar,51,1,819,205,0.8586521987435751,0.23532629013061523
32,C3-C4,fbar,51,2,819,205,0.8734056729487911,0.23283171653747559
32,C3-C4,fbar,51,3,819,205,0.9122882162573768,0.2442326545715332
32,C3-C4,fbar,51,4,819,205,0.8878735960403579,0.23880529403686523
32,C3-C4,fbar,51,5,820,204,0.8725490196078431,0.23452138900756836
32,C4-rest,fbar,51,1,1638,410,0.8825439266615738,0.24139761924743652
32,C4-rest,fbar,51,2,1638,410,0.844438822301635,0.25400543212890625
32,C4-rest,fbar,51,3,1638,410,0.8800164447677177,0.2556796073913574
32,C4-rest,fbar,51,4,1639,409,0.8628568691320175,0.25107336044311523
32,C4-rest,fbar,51,5,1639,409,0.8938653637350706,0.2639505863189697
32,4class,fbar,51,1,1638,410,0.502831715210356,0.2575211524963379
32,4class,fbar,51,2,1638,410,0.4775604416523891,0.26842427253723145
32,4class,fbar,51,3,1638,410,0.4555492099752523,0.2559092044830322
32,4class,fbar,51,4,1639,409,0.5088282885969921,0.2573111057281494
32,4class,fbar,51,5,1639,409,0.49681134589758236,0.2609126567840576
32,C1-C2,fbar_var,51,1,819,205,0.6874643061107939,0.2504730224609375
32,C1-C2,fbar_var,51,2,819,205,0.7368170569198553,0.2335340976715088
32,C1-C2,fbar_var,51,3,819,205,0.7223967256805635,0.2500922679901123
32,C1-C2,fbar_var,51,4,819,205,0.7607081667618504,0.243333101272583
32,C1-C2,fbar_var,51,5,820,204,0.696078431372549,0.2345731258392334
32,C1-C3,fbar_var,51,1,819,205,0.6242147344374643,0.24326634407043457
32,C1-C3,fbar_var,51,2,819,205,0.6391109841995051,0.23899316787719727
32,C1-C3,fbar_var,51,3,819,205,0.673424709689701,0.2360246181488037
32,C1-C3,fbar_var,51,4,819,205,0.6682847896440129,0.24106049537658691
32,C1-C3,fbar_var,51,5,820,204,0.6617647058823529,0.23483777046203613
32,C1-C4,fbar_var,51,1,819,205,0.9902436702836475,0.23372960090637207
32,C1-C4,fbar_var,51,2,819,205,0.9755853797829812,0.23576092720031738
32,C1-C4,fbar_var,51,3,819,205,0.9950980392156863,0.2449946403503418
32,C1-C4,fbar_var,51,4,819,205,0.9804873405672949,0.23957133293151855
32,C1-C4,fbar_var,51,5,820,204,0.9852941176470589,0.2384195327758789
32,C2-C3,fbar_var,51,1,819,205,0.6338282885969921,0.25345301628112793
32,C2-C3,fbar_var,51,2,819,205,0.5952788882543308,0.26030397415161133
32,C2-C3,fbar_var,51,3,819,205,0.5752903102988769,0.25606727600097656
32,C2-C3,fbar_var,51,4,819,205,0.5757662288216256,0.2633504867553711
32,C2-C3,fbar_var,51,5,820,204,0.6666666666666667,0.2552616596221924
32,C2-C4,fbar_var,51,1,819,205,0.9804873405672949,0.2380213737487793
32,C2-C4,fbar_var,51,2,819,205,0.9658766419189035,0.23697924613952637
32,C2-C4,fbar_var,51,3,819,205,0.975680563487531,0.24174118041992188
32,C2-C4,fbar_var,51,4,819,205,0.970873786407767,0.23731398582458496
32,C2-C4,fbar_var,51,5,820,204,0.9754901960784313,0.24560308456420898
32,C3-C4,fbar_var,51,1,819,205,0.9902436702836475,0.2379910945892334
32,C3-C4,fbar_var,51,2,819,205,0.9755853797829812,0.2591745853424072
32,C3-C4,fbar_var,51,3,819,205,0.9951456310679612,0.23758554458618164
32,C3-C4,fbar_var,51,4,819,205,0.975680563487531,0.23991084098815918
32,C3-C4,fbar_var,51,5,820,204,0.9901960784313726,0.24343276023864746
32,C4-rest,fbar_var,51,1,1638,410,0.9869493251846193,0.23996806144714355
32,C4-rest,fbar_var,51,2,1638,410,0.9514246861263085,0.24323582649230957
32,C4-rest,fbar_var,51,3,1638,410,0.9805825242718447,0.24042248725891113
32,C4-rest,fbar_var,51,4,1639,409,0.9803921568627452,0.2499380111694336
32,C4-rest,fbar_var,51,5,1639,409,0.9836654531519449,0.24848031997680664
32,4class,fbar_var,51,1,1638,410,0.6297353893013515,0.2665102481842041
32,4class,fbar_var,51,2,1638,410,0.6361364934323244,0.27385377883911133
32,4class,fbar_var,51,3,1638,410,0.611698077289168,0.24364137649536133
32,4class,fbar_var,51,4,1639,409,0.60655815724348,0.2554910182952881
32,4class,fbar_var,51,5,1639,409,0.6117932609937179,0.2532188892364502
64,C1-C2,fbar,42,1,409,103,0.7192684766214178,0.22238516807556152
64,C1-C2,fbar,42,2,409,103,0.6598793363499246,0.2317061424255371
64,C1-C2,fbar,42,3,410,102,0.6862745098039216,0.2316739559173584
64,C1-C2,fbar,42,4,410,102,0.696078431372549,0.23490118980407715
64,C1-C2,fbar,42,5,410,102,0.7254901960784313,0.2145678997039795
64,C1-C3,fbar,42,1,409,103,0.6602564102564102,0.23740363121032715
64,C1-C3,fbar,42,2,409,103,0.6608220211161387,0.23456525802612305
64,C1-C3,fbar,42,3,410,102,0.6176470588235294,0.21584010124206543
64,C1-C3,fbar,42,4,410,102,0.7450980392156863,0.2204287052154541
64,C1-C3,fbar,42,5,410,102,0.6470588235294117,0.2218329906463623
64,C1-C4,fbar,42,1,409,103,0.8352187028657617,0.21779274940490723
64,C1-C4,fbar,42,2,409,103,0.8736802413273002,0.22153425216674805
64,C1-C4,fbar,42,3,410,102,0.8529411764705883,0.21918535232543945
64,C1-C4,fbar,42,4,410,102,0.9215686274509804,0.22081613540649414
64,C1-C4,fbar,42,5,410,102,0.9215686274509804,0.21579527854919434
64,C2-C3,fbar,42,1,409,103,0.5625942684766214,0.22948670387268066
64,C2-C3,fbar,42,2,409,103,0.6021870286576169,0.22127175331115723
64,C2-C3,fbar,42,3,410,102,0.5784313725490196,0.22872209548950195
64,C2-C3,fbar,42,4,410,102,0.4411764705882353,0.21384930610656738
64,C2-C3,fbar,42,5,410,102,0.49019607843137253,0.22077679634094238
64,C2-C4,fbar,42,1,409,103,0.9226998491704375,0.2096996307373047
64,C2-C4,fbar,42,2,409,103,0.9711538461538461,0.23331928253173828
64,C2-C4,fbar,42,3,410,102,0.9215686274509804,0.21613025665283203
64,C2-C4,fbar,42,4,410,102,0.9705882352941176,0.21488142013549805
64,C2-C4,fbar,42,5,410,102,0.9509803921568627,0.2226550579071045
64,C3-C4,fbar,42,1,409,103,0.9515460030165912,0.22716093063354492
64,C3-C4,fbar,42,2,409,103,0.9130844645550529,0.2149360179901123
64,C3-C4,fbar,42,3,410,102,0.9019607843137254,0.21801209449768066
64,C3-C4,fbar,42,4,410,102,0.9117647058823529,0.22686529159545898
64,C3-C4,fbar,42,5,410,102,0.9607843137254901,0.2123889923095703
64,C4-rest,fbar,42,1,819,205,0.9446142093200917,0.2560410499572754
64,C4-rest,fbar,42,2,819,205,0.8596256684491979,0.2324202060699463
64,C4-rest,fbar,42,3,819,205,0.9053985230455819,0.23083710670471191
64,C4-rest,fbar,42,4,819,205,0.9355832076420312,0.23839998245239258
64,C4-rest,fbar,42,5,820,204,0.9150326797385622,0.23316597938537598
64,4class,fbar,42,1,819,205,0.5028280542986425,0.23493051528930664
64,4class,fbar,42,2,819,205,0.5365761689291101,0.24337100982666016
64,4class,fbar,42,3,819,205,0.4935897435897436,0.24031591415405273
64,4class,fbar,42,4,819,205,0.5447775263951735,0.2544865608215332
64,4class,fbar,42,5,820,204,0.5196078431372548,0.27520132064819336
64,C1-C2,fbar_var,42,1,409,103,0.7960030165912519,0.23603177070617676
64,C1-C2,fbar_var,42,2,409,103,0.8640648567119156,0.221726655960083
64,C1-C2,fbar_var,42,3,410,102,0.7941176470588236,0.23672127723693848
64,C1-C2,fbar_var,42,4,410,102,0.8137254901960784,0.21470332145690918
64,C1-C2,fbar_var,42,5,410,102,0.8333333333333334,0.21446609497070312
64,C1-C3,fbar_var,42,1,409,103,0.7867647058823529,0.22030949592590332
64,C1-C3,fbar_var,42,2,409,103,0.7187028657616893,0.22861933708190918
64,C1-C3,fbar_var,42,3,410,102,0.6764705882352942,0.22080731391906738
64,C1-C3,fbar_var,42,4,410,102,0.7745098039215687,0.21388006210327148
64,C1-C3,fbar_var,42,5,410,102,0.6470588235294118,0.21375823020935059
64,C1-C4,fbar_var,42,1,409,103,0.9803921568627452,0.21593856811523438
64,C1-C4,fbar_var,42,2,409,103,0.9903846153846154,0.22035431861877441
64,C1-C4,fbar_var,42,3,410,102,0.9901960784313726,0.2247021198272705
64,C1-C4,fbar_var,42,4,410,102,0.9901960784313726,0.21912622451782227
64,C1-C4,fbar_var,42,5,410,102,1.0,0.2154550552368164
64,C2-C3,fbar_var,42,1,409,103,0.6896681749622926,0.2159130573272705
64,C2-C3,fbar_var,42,2,409,103,0.7183257918552036,0.2213118076324463
64,C2-C3,fbar_var,42,3,410,102,0.7156862745098038,0.2168111801147461
64,C2-C3,fbar_var,42,4,410,102,0.6470588235294118,0.21911120414733887
64,C2-C3,fbar_var,42,5,410,102,0.7254901960784315,0.21817564964294434
64,C2-C4,fbar_var,42,1,409,103,0.9805806938159879,0.21776962280273438
64,C2-C4,fbar_var,42,2,409,103,0.9807692307692308,0.21949195861816406
64,C2-C4,fbar_var,42,3,410,102,0.9509803921568627,0.22243809700012207
64,C2-C4,fbar_var,42,4,410,102,0.9901960784313726,0.2379767894744873
64,C2-C4,fbar_var,42,5,410,102,0.9901960784313726,0.21495532989501953
64,C3-C4,fbar_var,42,1,409,103,0.9901960784313726,0.2137293815612793
64,C3-C4,fbar_var,42,2,409,103,0.9807692307692308,0.21828556060791016
64,C3-C4,fbar_var,42,3,410,102,0.9607843137254901,0.21262669563293457
64,C3-C4,fbar_var,42,4,410,102,0.9901960784313726,0.23052239418029785
64,C3-C4,fbar_var,42,5,410,102,0.9901960784313726,0.21289920806884766
64,C4-rest,fbar_var,42,1,819,205,0.9967532467532467,0.2349088191986084
64,C4-rest,fbar_var,42,2,819,205,0.9607843137254901,0.24422168731689453
64,C4-rest,fbar_var,42,3,819,205,0.9901960784313726,0.23226356506347656
64,C4-rest,fbar_var,42,4,819,205,0.9871166415284063,0.23448610305786133
