pixel,wavelength_angstrom,flux,absorption
371,1585.5364379888665,0.9995443442200458,0.0004556557799542116
372,1585.5503834410074,0.9995353605840205,0.0004646394159795175
373,1585.564329015803,0.9995251958011473,0.0004748041988527074
374,1585.5782747132555,0.9995135920174438,0.00048640798255616957
375,1585.592220533368,0.9995001901210566,0.0004998098789433802
376,1585.606166476138,0.9994845083277055,0.0005154916722944769
377,1585.6201125415682,0.999466126391503,0.0005338736084969931
378,1585.6340587296602,0.9994447770037885,0.0005552229962114685
379,1585.6480050404161,0.9994202826244878,0.000579717375512212
380,1585.661951473834,0.9993925263684904,0.0006074736315095919
381,1585.6758980299169,0.9993613639090766,0.0006386360909234057
382,1585.689844708667,0.9993264293499866,0.0006735706500133887
383,1585.703791510082,0.9992872461651948,0.0007127538348051798
384,1585.7177384341653,0.999243503825483,0.0007564961745170073
385,1585.7316854809173,0.99919507289113,0.0008049271088700349
386,1585.7456326503413,0.999141809394434,0.0008581906055660227
387,1585.7595799424348,0.9990835238388409,0.0009164761611590855
388,1585.7735273572002,0.9990201868053825,0.0009798131946174848
389,1585.7874748946408,0.998952133626194,0.00104786637380605
390,1585.8014225547543,0.9988800901065258,0.0011199098934742135
391,1585.815370337543,0.9988050471291704,0.001194952870829602
392,1585.8293182430084,0.9987281209393243,0.001271879060675718
393,1585.843266271153,0.9986506738504535,0.0013493261495465259
394,1585.8572144219747,0.9985744280910068,0.0014255719089931729
395,1585.8711626954762,0.9985013348895921,0.0014986651104078597
396,1585.88511109166,0.9984336949618424,0.0015663050381575783
397,1585.8990596105243,0.9983742617356084,0.0016257382643916074
398,1585.9130082520717,0.9983256854998583,0.0016743145001416604
399,1585.926957016303,0.998289796247749,0.0017102037522509494
400,1585.9409059032212,0.9982673655713321,0.0017326344286678896
401,1585.9548549128242,0.998258098070596,0.0017419019294040439
402,1585.9688040451142,0.99826078955946,0.00173921044054004
403,1585.9827533000944,0.9982736356117636,0.0017263643882363677
404,1585.9967026777626,0.99829395512996,0.0017060448700400022
405,1586.0106521781213,0.9983172403748838,0.0016827596251162147
406,1586.0246018011715,0.998337042899261,0.0016629571007390487
407,1586.0385515469163,0.9983466692009482,0.0016533307990518331
408,1586.0525014153532,0.9983412880124738,0.0016587119875262069
409,1586.066451406485,0.9983186606859104,0.001681339314089647
410,1586.0804015203141,0.9982787824289072,0.0017212175710927813
411,1586.094351756839,0.9982236098369636,0.0017763901630364343
412,1586.1083021160619,0.998157026650452,0.0018429733495479717
413,1586.122252597984,0.9980843527251773,0.0019156472748227404
414,1586.1362032026082,0.9980111818852357,0.001988818114764257
415,1586.1501539299318,0.9979421121375702,0.0020578878624297747
416,1586.164104779958,0.9978796881728142,0.00212031182718575
417,1586.1780557526895,0.9978234881844295,0.0021765118155705476
418,1586.1920068481238,0.9977700333073207,0.002229966692679275
419,1586.2059580662637,0.9977144626096941,0.002285537390305903
420,1586.2199094071107,0.9976533030123447,0.002346696987655328
421,1586.2338608706668,0.9975867020312524,0.002413297968747563
422,1586.2478124569304,0.9975192324282003,0.0024807675717997135
423,1586.261764165904,0.997458956888703,0.0025410431112969922
424,1586.2757159975904,0.9974149503650477,0.002585049634952319
425,1586.2896679519872,0.997394547599099,0.0026054524009010427
426,1586.3036200290971,0.9974014935628289,0.0025985064371710775
427,1586.3175722289216,0.9974347471355194,0.002565252864480616
428,1586.331524551463,0.9974876369106263,0.002512363089373748
429,1586.3454769967193,0.9975484601139968,0.002451539886003218
430,1586.359429564693,0.9976034846679032,0.002396515332096838
431,1586.373382255387,0.9976415422088747,0.0023584577911253124
432,1586.3873350687993,0.9976580180677821,0.002341981932217907
433,1586.4012880049322,0.9976560149834547,0.0023439850165453135
434,1586.4152410637869,0.997644125561382,0.0023558744386179553
435,1586.4291942453665,0.9976323778690653,0.0023676221309346657
436,1586.443147549668,0.9976287555579324,0.0023712444420675993
437,1586.457100976695,0.9976375208295851,0.0023624791704148773
438,1586.4710545264497,0.9976584165039962,0.002341583496003774
439,1586.4850081989302,0.997685865140074,0.0023141348599260425
440,1586.4989619941389,0.9977093356196274,0.00229066438037262
441,1586.5129159120772,0.9977161388688357,0.0022838611311643
442,1586.5268699527473,0.9976958110947108,0.0023041889052891618
443,1586.5408241161476,0.9976436844560663,0.0023563155439336736
444,1586.5547784022806,0.9975618866939687,0.0024381133060312754
445,1586.568732811149,0.9974580215579429,0.002541978442057058
446,1586.5826873427504,0.9973426065348787,0.0026573934651212827
447,1586.5966419970878,0.9972257898266511,0.00277421017334889
448,1586.6105967741623,0.9971139241999984,0.002886075800001553
449,1586.6245516739764,0.9970076574778977,0.0029923425221023425
450,1586.6385066965279,0.9969031288561061,0.003096871143893898
451,1586.6524618418198,0.9967951395306136,0.0032048604693863947
452,1586.6664171098546,0.9966793129291129,0.003320687070887063
453,1586.68037250063,0.9965521205421353,0.003447879457864733
454,1586.694328014149,0.9964094657321408,0.003590534267859158
455,1586.7082836504126,0.9962427131370056,0.003757286862994369
456,1586.7222394094233,0.9960291740715284,0.003970825928471644
457,1586.7361952911792,0.9957182984959918,0.004281701504008195
458,1586.7501512956828,0.9952242027358758,0.0047757972641242485
459,1586.7641074229368,0.9944398518369374,0.005560148163062606
460,1586.7780636729394,0.9932778675135758,0.0067221324864241705
461,1586.7920200456929,0.9917179373375462,0.008282062662453793
462,1586.8059765411983,0.9898218239660135,0.010178176033986519
463,1586.8199331594587,0.9876932349949927,0.01230676500500727
464,1586.8338899004718,0.9854081919537584,0.014591808046241606
465,1586.84784676424,0.9829729648109158,0.017027035189084216
466,1586.8618037507665,0.9803430053149613,0.019656994685038676
467,1586.8757608600488,0.9774829844057003,0.02251701559429975
468,1586.8897180920897,0.974419559747421,0.025580440252578995
469,1586.90367544689,0.971253230944537,0.02874676905546303
470,1586.9176329244528,0.9681263037662979,0.031873696233702065
471,1586.931590524776,0.9651990256627127,0.03480097433728735
472,1586.945548247862,0.962586200275884,0.03741379972411596
