,pred_1,pred_2,pred_3,pred_4
true_1,0.44932844932844934,0.23565323565323565,0.23565323565323565,0.07936507936507936
true_2,0.4078144078144078,0.28815628815628813,0.22344322344322345,0.08058608058608059
true_3,0.3280487804878049,0.26097560975609757,0.2914634146341463,0.11951219512195121
true_4,0.06349206349206349,0.06837606837606838,0.0757020757020757,0.7924297924297924
