,pred_1,pred_2,pred_3,pred_4
true_1,0.8823529411764706,0.0196078431372549,0.09803921568627451,0.0
true_2,0.11764705882352941,0.6078431372549019,0.27450980392156865,0.0
true_3,0.19230769230769232,0.40384615384615385,0.34615384615384615,0.057692307692307696
true_4,0.0,0.0196078431372549,0.0196078431372549,0.9607843137254902
