,pred_1,pred_2,pred_3,pred_4
true_1,0.4554334554334554,0.23687423687423687,0.23931623931623933,0.06837606837606838
true_2,0.40415140415140416,0.304029304029304,0.21367521367521367,0.07814407814407814
true_3,0.3231707317073171,0.2731707317073171,0.27926829268292686,0.12439024390243902
true_4,0.06105006105006105,0.06471306471306472,0.08180708180708181,0.7924297924297924
