,pred_1,pred_2,pred_3,pred_4
true_1,0.17699115044247787,0.4525480622520598,0.2511443393347574,0.11931644797070491
true_2,0.46292340555386025,0.11626487641135184,0.31248092767775404,0.10833079035703387
true_3,0.3185840707964602,0.35032041501373207,0.17638083613060726,0.1547146780592005
true_4,0.1052792187976808,0.0820872749465975,0.10863594751296918,0.7039975587427525
