,pred_1,pred_2,pred_3,pred_4
true_1,0.6536585365853659,0.12682926829268293,0.1902439024390244,0.02926829268292683
true_2,0.35609756097560974,0.3951219512195122,0.22926829268292684,0.01951219512195122
true_3,0.375609756097561,0.28780487804878047,0.25365853658536586,0.08292682926829269
true_4,0.014634146341463415,0.04878048780487805,0.04878048780487805,0.8878048780487805
