cluster,size,D1,D2,D3,D4,D5,D6,A6
0,6960,0.03658385912921721,0.15883008921381606,0.27356151836645265,0.3329475891740133,0.3805518924803916,0.4161334694454096,0.43633999716108546
1,503,0.15562622179942687,0.32537578128092853,0.4062010566548789,0.44073313193660973,0.53257811837601,0.7117698155374657,0.8445023964409709
2,5306,0.03777020268780562,0.17265497471742375,0.307919575820693,0.3719024822860275,0.4114704657300901,0.433531391322208,0.4313523405838239
3,731,0.12888972526653233,0.28793699595393313,0.3872103844073708,0.4386687457768808,0.5312368174950299,0.716653127091363,0.8221559547773246
4,2884,0.03563498492289401,0.14866642825322496,0.2516731567624505,0.31307047963788565,0.38405544954467075,0.4600183355938689,0.5054545280136582
