run_flavor,cluster_id,cluster_size,train_samples,test_f1_score,test_accuracy,cv_f1_score,max_depth,max_features,min_samples_leaf,min_samples_split,n_estimators
raw,0,6987,22358.4,0.3707412007949377,0.4524150268336315,0.40583705276215665,25,0.1,50,100,100
raw,1,6369,20380.800000000003,0.3667977765151981,0.45839874411302983,0.40161548737606045,25,0.1,50,200,100
raw,2,555,1776.0,0.3259544868304147,0.33783783783783783,0.34793954134159283,25,sqrt,50,200,100
raw,3,1267,4054.4,0.2773951963455518,0.3047337278106509,0.311021412953387,25,sqrt,50,200,100
raw,4,1206,3859.2000000000003,0.2881983492224917,0.30569948186528495,0.33392395718546813,25,sqrt,50,200,100
