Row_ID,Col 0,Col 1,Col 2,Col 3,Col 4,Col 2043 Col 2044 Col 2045 Col 2046 Col 2047
0,0.9309,0.9402,0.9480,0.9551,0.9616,0.8460,0.8671,0.8870,0.9046,0.9192
1,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998,0.9998
2,0.9300,0.9445,0.9564,0.9658,0.9730,0.8225,0.8480,0.8718,0.8935,0.9129
16381,0.9709,0.9706,0.9707,0.9713,0.9724,0.9756,0.9745,0.9734,0.9724,0.9715
16382,0.4073,0.4127,0.4139,0.4116,0.4065,0.3212,0.3439,0.3650,0.3832,0.3974
16383,0.9977,0.9979,0.9980,0.9982,0.9984,0.9974,0.9975,0.9975,0.9976,0.9976
