regime,M,seed,fold,n_train_groups,n_test_groups,balanced_acc,balanced_acc_3class,bal_acc_c2_vs_c3,mid_k_frac,abs_r_c1,abs_r_c2,abs_r_c3,abs_r_c4,ablation_acc_drop,confusion_flat,kbin_importance_flat,runtime_sec
per_sightline,4,42,1,13107,3277,0.37780718603889335,0.2330876440632538,0.19780219780219782,0.19507602629938975,0.1104300433209957,0.05622944309877928,0.09759135614204144,0.26703509339119924,-0.0018307573185622483,"0.303659,0.358537,0.273171,0.064634,0.479853,0.195360,0.266178,0.058608,0.344322,0.332112,0.200244,0.123321,0.062271,0.064713,0.061050,0.811966","0.047290,0.000000,0.043755,0.042501,0.042313,0.040183,0.040997,0.039774,0.040132,0.041060,0.042532,0.047782,0.051670,0.053092,0.061647,0.069309,0.069077,0.068343,0.086185,0.072358",77.94720315933228
per_sightline,4,42,2,13107,3277,0.3711289049703684,0.2241832693052205,0.18853375621668306,0.1919808302710739,0.049604722832999625,0.03397710675434851,0.1263749796746083,0.1960582031530835,-0.004275365555853394,"0.295482,0.385836,0.257631,0.061050,0.448780,0.181707,0.304878,0.064634,0.376068,0.311355,0.195360,0.117216,0.054945,0.046398,0.086691,0.811966","0.047789,0.000000,0.044277,0.042782,0.042506,0.040674,0.040764,0.040525,0.040398,0.041312,0.041913,0.047133,0.049508,0.053427,0.061999,0.066256,0.073953,0.067579,0.085335,0.071871",53.31347727775574
per_sightline,4,42,3,13107,3277,0.38180410375532325,0.24004486931316196,0.20683165073408977,0.19404411858802328,0.025075632907529066,0.09686252115767155,0.061995679089906844,0.21452774092238072,-0.0009183567110396806,"0.306471,0.365079,0.247863,0.080586,0.481074,0.203907,0.247863,0.067155,0.364634,0.309756,0.209756,0.115854,0.053724,0.061050,0.078144,0.807082","0.047311,0.000000,0.043956,0.043126,0.042614,0.040309,0.040942,0.039209,0.039947,0.040948,0.042002,0.048538,0.050612,0.052892,0.060492,0.066749,0.072231,0.071342,0.083283,0.073497",51.717735290527344
per_sightline,4,42,4,13107,3277,0.3855862294886685,0.24094424094424094,0.1971916971916972,0.1957099023609842,0.03023195274867071,0.10210677833780521,0.04271869747564712,0.24553545916959002,0.0002989219452633751,"0.328449,0.355311,0.247863,0.068376,0.449328,0.200244,0.273504,0.076923,0.333333,0.341880,0.194139,0.130647,0.067073,0.053659,0.059756,0.819512","0.047209,0.000000,0.043688,0.042495,0.042685,0.040769,0.040724,0.040430,0.039925,0.041144,0.042267,0.048214,0.051841,0.053388,0.059614,0.064970,0.071654,0.073388,0.084168,0.071426",37.49048447608948
per_sightline,4,42,5,13108,3276,0.37606837606837606,0.23931623931623933,0.19413919413919414,0.19607058634156577,0.06947152273251087,0.08291380057171654,0.01549138774552266,0.3427931103329539,-0.007936507936507908,"0.329670,0.367521,0.218559,0.084249,0.500611,0.192918,0.234432,0.072039,0.360195,0.308913,0.195360,0.135531,0.068376,0.061050,0.084249,0.786325","0.047820,0.000000,0.043908,0.042520,0.042054,0.040792,0.040375,0.039977,0.040124,0.041400,0.042538,0.048637,0.051032,0.053863,0.059432,0.068050,0.072853,0.067155,0.084004,0.073467",59.97019600868225
