cluster,size,pct_total,mean_l2,max_l2,centroid_magnitude
0,6987,42.645263671875,3.6361455536276517,5.137895677317954,2.938008805667361
1,6369,38.873291015625,1.3599459241891647,2.965167783805145,2.9327345491075603
2,555,3.387451171875,7.547250239737206,8.456451338185591,8.884733315608816
3,1267,7.733154296875,4.406461087005477,5.381750410352395,5.762658168044116
4,1206,7.36083984375,4.3917566994215145,5.697767836054009,5.45318484438538
