cluster,size,pct_total,mean_l2,max_l2,centroid_magnitude
0,4103,25.042724609375,2.0308425057335198,2.5984347110080166,1.1375009154564848
1,4472,27.294921875,4.310403932804058,4.949048805596196,3.8404913772749762
2,850,5.18798828125,5.316621205463956,5.965505005838518,6.833490472794535
3,3619,22.088623046875,2.0333871094825606,2.7529108037664916,3.9586519228603554
4,460,2.8076171875,8.007389715676549,8.99618944673073,9.440497862179193
5,1691,10.321044921875,1.4402877820772892,2.0848877921371325,3.0642271109982406
6,758,4.62646484375,5.430787963073504,6.098895901113844,6.691484400633123
7,431,2.630615234375,5.657888213647917,6.328260488344065,6.53953555185799
